text,book
,Pride & Prejudice
"Elizabeth could not but smile at such a conclusion of such a beginning,",Pride & Prejudice
"but Mrs. Bennet, who had persuaded herself that her husband regarded the",Pride & Prejudice
"affair as she wished, was excessively disappointed.",Pride & Prejudice
,Pride & Prejudice
"""What do you mean, Mr. Bennet, in talking this way? You promised me to",Pride & Prejudice
"_insist_ upon her marrying him.""",Pride & Prejudice
,Pride & Prejudice
"""My dear,"" replied her husband, ""I have two small favours to request.",Pride & Prejudice
"First, that you will allow me the free use of my understanding on the",Pride & Prejudice
"present occasion; and secondly, of my room. I shall be glad to have the",Pride & Prejudice
"library to myself as soon as may be.""",Pride & Prejudice
,Pride & Prejudice
"Not yet, however, in spite of her disappointment in her husband, did",Pride & Prejudice
Mrs. Bennet give up the point. She talked to Elizabeth again and again;,Pride & Prejudice
coaxed and threatened her by turns. She endeavoured to secure Jane,Pride & Prejudice
"in her interest; but Jane, with all possible mildness, declined",Pride & Prejudice
"interfering; and Elizabeth, sometimes with real earnestness, and",Pride & Prejudice
"sometimes with playful gaiety, replied to her attacks. Though her manner",Pride & Prejudice
"varied, however, her determination never did.",Pride & Prejudice
,Pride & Prejudice
"Mr. Collins, meanwhile, was meditating in solitude on what had passed.",Pride & Prejudice
He thought too well of himself to comprehend on what motives his cousin,Pride & Prejudice
"could refuse him; and though his pride was hurt, he suffered in no other",Pride & Prejudice
way. His regard for her was quite imaginary; and the possibility of her,Pride & Prejudice
deserving her mother's reproach prevented his feeling any regret.,Pride & Prejudice
,Pride & Prejudice
"While the family were in this confusion, Charlotte Lucas came to spend",Pride & Prejudice
"the day with them. She was met in the vestibule by Lydia, who, flying to",Pride & Prejudice
"her, cried in a half whisper, ""I am glad you are come, for there is such",Pride & Prejudice
fun here! What do you think has happened this morning? Mr. Collins has,Pride & Prejudice
"made an offer to Lizzy, and she will not have him.""",Pride & Prejudice
,Pride & Prejudice
"Charlotte hardly had time to answer, before they were joined by Kitty,",Pride & Prejudice
who came to tell the same news; and no sooner had they entered the,Pride & Prejudice
"breakfast-room, where Mrs. Bennet was alone, than she likewise began on",Pride & Prejudice
"the subject, calling on Miss Lucas for her compassion, and entreating",Pride & Prejudice
her to persuade her friend Lizzy to comply with the wishes of all her,Pride & Prejudice
"family. ""Pray do, my dear Miss Lucas,"" she added in a melancholy tone,",Pride & Prejudice
"""for nobody is on my side, nobody takes part with me. I am cruelly used,",Pride & Prejudice
"nobody feels for my poor nerves.""",Pride & Prejudice
,Pride & Prejudice
Charlotte's reply was spared by the entrance of Jane and Elizabeth.,Pride & Prejudice
,Pride & Prejudice
"""Aye, there she comes,"" continued Mrs. Bennet, ""looking as unconcerned",Pride & Prejudice
"as may be, and caring no more for us than if we were at York, provided",Pride & Prejudice
"she can have her own way. But I tell you, Miss Lizzy--if you take it",Pride & Prejudice
"into your head to go on refusing every offer of marriage in this way,",Pride & Prejudice
you will never get a husband at all--and I am sure I do not know who is,Pride & Prejudice
to maintain you when your father is dead. I shall not be able to keep,Pride & Prejudice
you--and so I warn you. I have done with you from this very day. I told,Pride & Prejudice
"you in the library, you know, that I should never speak to you again,",Pride & Prejudice
and you will find me as good as my word. I have no pleasure in talking,Pride & Prejudice
"to undutiful children. Not that I have much pleasure, indeed, in talking",Pride & Prejudice
to anybody. People who suffer as I do from nervous complaints can have,Pride & Prejudice
no great inclination for talking. Nobody can tell what I suffer! But it,Pride & Prejudice
"is always so. Those who do not complain are never pitied.""",Pride & Prejudice
,Pride & Prejudice
"Her daughters listened in silence to this effusion, sensible that",Pride & Prejudice
any attempt to reason with her or soothe her would only increase the,Pride & Prejudice
"irritation. She talked on, therefore, without interruption from any of",Pride & Prejudice
"them, till they were joined by Mr. Collins, who entered the room with",Pride & Prejudice
"an air more stately than usual, and on perceiving whom, she said to",Pride & Prejudice
"the girls, ""Now, I do insist upon it, that you, all of you, hold",Pride & Prejudice
"your tongues, and let me and Mr. Collins have a little conversation",Pride & Prejudice
"together.""",Pride & Prejudice
,Pride & Prejudice
"Elizabeth passed quietly out of the room, Jane and Kitty followed, but",Pride & Prejudice
"Lydia stood her ground, determined to hear all she could; and Charlotte,",Pride & Prejudice
"detained first by the civility of Mr. Collins, whose inquiries after",Pride & Prejudice
"herself and all her family were very minute, and then by a little",Pride & Prejudice
"curiosity, satisfied herself with walking to the window and pretending",Pride & Prejudice
not to hear. In a doleful voice Mrs. Bennet began the projected,Pride & Prejudice
"conversation: ""Oh! Mr. Collins!""",Pride & Prejudice
,Pride & Prejudice
"""My dear madam,"" replied he, ""let us be for ever silent on this point.",Pride & Prejudice
"Far be it from me,"" he presently continued, in a voice that marked his",Pride & Prejudice
"displeasure, ""to resent the behaviour of your daughter. Resignation",Pride & Prejudice
to inevitable evils is the duty of us all; the peculiar duty of a,Pride & Prejudice
young man who has been so fortunate as I have been in early preferment;,Pride & Prejudice
and I trust I am resigned. Perhaps not the less so from feeling a doubt,Pride & Prejudice
of my positive happiness had my fair cousin honoured me with her hand;,Pride & Prejudice
for I have often observed that resignation is never so perfect as,Pride & Prejudice
when the blessing denied begins to lose somewhat of its value in our,Pride & Prejudice
"estimation. You will not, I hope, consider me as showing any disrespect",Pride & Prejudice
"to your family, my dear madam, by thus withdrawing my pretensions to",Pride & Prejudice
"your daughter's favour, without having paid yourself and Mr. Bennet the",Pride & Prejudice
compliment of requesting you to interpose your authority in my,Pride & Prejudice
"behalf. My conduct may, I fear, be objectionable in having accepted my",Pride & Prejudice
dismission from your daughter's lips instead of your own. But we are all,Pride & Prejudice
liable to error. I have certainly meant well through the whole affair.,Pride & Prejudice
"My object has been to secure an amiable companion for myself, with due",Pride & Prejudice
"consideration for the advantage of all your family, and if my _manner_",Pride & Prejudice
"has been at all reprehensible, I here beg leave to apologise.""",Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
Chapter 21,Pride & Prejudice
,Pride & Prejudice
,Pride & Prejudice
"The discussion of Mr. Collins's offer was now nearly at an end, and",Pride & Prejudice
Elizabeth had only to suffer from the uncomfortable feelings necessarily,Pride & Prejudice
"attending it, and occasionally from some peevish allusions of her",Pride & Prejudice
"mother. As for the gentleman himself, _his_ feelings were chiefly",Pride & Prejudice
"expressed, not by embarrassment or dejection, or by trying to avoid her,",Pride & Prejudice
but by stiffness of manner and resentful silence. He scarcely ever spoke,Pride & Prejudice
"to her, and the assiduous attentions which he had been so sensible of",Pride & Prejudice
"himself were transferred for the rest of the day to Miss Lucas, whose",Pride & Prejudice
"civility in listening to him was a seasonable relief to them all, and",Pride & Prejudice
especially to her friend.,Pride & Prejudice
,Pride & Prejudice
The morrow produced no abatement of Mrs. Bennet's ill-humour or ill,Pride & Prejudice
health. Mr. Collins was also in the same state of angry pride. Elizabeth,Pride & Prejudice
"had hoped that his resentment might shorten his visit, but his plan did",Pride & Prejudice
not appear in the least affected by it. He was always to have gone on,Pride & Prejudice
"Saturday, and to Saturday he meant to stay.",Pride & Prejudice
,Pride & Prejudice
"After breakfast, the girls walked to Meryton to inquire if Mr. Wickham",Pride & Prejudice
"were returned, and to lament over his absence from the Netherfield ball.",Pride & Prejudice
"He joined them on their entering the town, and attended them to their",Pride & Prejudice
"aunt's where his regret and vexation, and the concern of everybody, was",Pride & Prejudice
"well talked over. To Elizabeth, however, he voluntarily acknowledged",Pride & Prejudice
that the necessity of his absence _had_ been self-imposed.,Pride & Prejudice
,Pride & Prejudice
"""I found,"" said he, ""as the time drew near that I had better not meet",Pride & Prejudice
"Mr. Darcy; that to be in the same room, the same party with him for so",Pride & Prejudice
